;i;j;cor;p
1881;accel_arm_x;gyros_dumbbell_y;-0.0498499823283785;1,44E+05
1882;accel_arm_y;gyros_dumbbell_y;-0.0707376421064528;0
1883;accel_arm_z;gyros_dumbbell_y;-0.0421765632776633;3,08E+07
1884;magnet_arm_x;gyros_dumbbell_y;-0.00404067271288467;0.624016617017088
1885;magnet_arm_y;gyros_dumbbell_y;-0.0145521354568979;0.0775005830101203
1886;magnet_arm_z;gyros_dumbbell_y;-0.0247840944305372;0.00263876737290369
1887;roll_dumbbell;gyros_dumbbell_y;0.0414837703561699;4,79E+07
1888;pitch_dumbbell;gyros_dumbbell_y;-0.0983325915154744;0
1889;yaw_dumbbell;gyros_dumbbell_y;-0.0616841050881737;6,89E+00
1890;total_accel_dumbbell;gyros_dumbbell_y;0.0766148763276389;0
1891;gyros_dumbbell_x;gyros_dumbbell_y;-0.723075830158858;0
1892;X;gyros_dumbbell_z;-0.00350033062898467;0.671115518605733
1893;user_name.adelmo;gyros_dumbbell_z;0.00619767372059258;0.452152528070103
1894;user_name.carlitos;gyros_dumbbell_z;0.0183525946120144;0.0259811004744487
1895;user_name.charles;gyros_dumbbell_z;0.0135792359587779;0.0994884728724026
1896;user_name.eurico;gyros_dumbbell_z;0.0234429797098881;0.00445232061096057
1897;user_name.jeremy;gyros_dumbbell_z;-0.0426790537825673;2,22E+07
1898;user_name.pedro;gyros_dumbbell_z;-0.0199557917843804;0.0154767068630861
1899;raw_timestamp_part_1;gyros_dumbbell_z;-0.00193483047973898;0.8144341423907
1900;raw_timestamp_part_2;gyros_dumbbell_z;-0.00565976786499075;0.492348969622385
1901;cvtd_timestamp.02.12.2011.13.32;gyros_dumbbell_z;0.00122091992737879;0.882258521492837
1902;cvtd_timestamp.02.12.2011.13.33;gyros_dumbbell_z;0.00206056112206827;0.802616965577315
1903;cvtd_timestamp.02.12.2011.13.34;gyros_dumbbell_z;0.00410751305326654;0.61829087470877
1904;cvtd_timestamp.02.12.2011.13.35;gyros_dumbbell_z;0.00358936633211441;0.663258816853037
1905;cvtd_timestamp.02.12.2011.14.56;gyros_dumbbell_z;0.00751535052739344;0.36193668889482
1906;cvtd_timestamp.02.12.2011.14.57;gyros_dumbbell_z;0.0131623570932924;0.110318930476987
1907;cvtd_timestamp.02.12.2011.14.58;gyros_dumbbell_z;0.0076959860742389;0.350513179890431
1908;cvtd_timestamp.02.12.2011.14.59;gyros_dumbbell_z;-0.00567045737563519;0.491531932769472
1909;cvtd_timestamp.05.12.2011.11.23;gyros_dumbbell_z;0.00420321396311822;0.61013310711856
1910;cvtd_timestamp.05.12.2011.11.24;gyros_dumbbell_z;0.0115090449837691;0.162660521400335
1911;cvtd_timestamp.05.12.2011.11.25;gyros_dumbbell_z;0.0124458397441591;0.131086377686285
1912;cvtd_timestamp.05.12.2011.14.22;gyros_dumbbell_z;-0.00589539610500584;0.474509104291548
1913;cvtd_timestamp.05.12.2011.14.23;gyros_dumbbell_z;-0.0141978279377815;0.0849990281915848
1914;cvtd_timestamp.05.12.2011.14.24;gyros_dumbbell_z;-0.0113936106853712;0.166918023948924
1915;cvtd_timestamp.28.11.2011.14.13;gyros_dumbbell_z;0.0371868523639794;6,40E+08
1916;cvtd_timestamp.28.11.2011.14.14;gyros_dumbbell_z;-0.00416138239584466;0.613693052435391
1917;cvtd_timestamp.28.11.2011.14.15;gyros_dumbbell_z;0.0114874176143648;0.163451893726605
1918;cvtd_timestamp.30.11.2011.17.10;gyros_dumbbell_z;-0.0186385377903942;0.0237474883793929
1919;cvtd_timestamp.30.11.2011.17.11;gyros_dumbbell_z;-0.0268805446721981;0.00110863573639741
1920;cvtd_timestamp.30.11.2011.17.12;gyros_dumbbell_z;-0.0231716342465811;0.00493464291126311
1921;num_window;gyros_dumbbell_z;0.0161629763464462;0.0499002937652198
1922;roll_belt;gyros_dumbbell_z;0.00097603114541154;0.905750814549982
1923;pitch_belt;gyros_dumbbell_z;-0.00650256627307657;0.430218305134157
1924;yaw_belt;gyros_dumbbell_z;0.00373486998142645;0.650498932133612
1925;total_accel_belt;gyros_dumbbell_z;-0.00414732621589579;0.614891312664567
1926;gyros_belt_x;gyros_dumbbell_z;0.0188346771986241;0.0223134415490034
1927;gyros_belt_y;gyros_dumbbell_z;0.00821826149983739;0.318787194155175
1928;gyros_belt_z;gyros_dumbbell_z;0.00111632684969413;0.892280746897664
1929;accel_belt_x;gyros_dumbbell_z;0.00807113034637405;0.327528460691299
1930;accel_belt_y;gyros_dumbbell_z;-0.000622857872602479;0.939771297674797
1931;accel_belt_z;gyros_dumbbell_z;-0.0025532821709092;0.756764248023976
1932;magnet_belt_x;gyros_dumbbell_z;0.00541538972463652;0.511224646130015
1933;magnet_belt_y;gyros_dumbbell_z;-0.0118485610969701;0.15061308468075
1934;magnet_belt_z;gyros_dumbbell_z;-0.00703673003418538;0.393316449696218
1935;roll_arm;gyros_dumbbell_z;0.00343831771698939;0.676609050812489
1936;pitch_arm;gyros_dumbbell_z;0.00424538224162545;0.606553816820679
1937;yaw_arm;gyros_dumbbell_z;0.0116607309061395;0.15719116461263
1938;total_accel_arm;gyros_dumbbell_z;-0.00614305819996914;0.456147304168068
1939;gyros_arm_x;gyros_dumbbell_z;0.00244083703737796;0.767159682884453
1940;gyros_arm_y;gyros_dumbbell_z;-0.000170854898138037;0.983464249225571
1941;gyros_arm_z;gyros_dumbbell_z;0.00780146729064416;0.343949404851593
1942;accel_arm_x;gyros_dumbbell_z;-0.0154446648406203;0.0609766383077059
1943;accel_arm_y;gyros_dumbbell_z;-0.00669636485473028;0.416603377682723
1944;accel_arm_z;gyros_dumbbell_z;0.0023134310013527;0.778988975498833
1945;magnet_arm_x;gyros_dumbbell_z;-0.00858682096733504;0.297567184372819
1946;magnet_arm_y;gyros_dumbbell_z;-0.00493713487755519;0.549229605114452
1947;magnet_arm_z;gyros_dumbbell_z;0.0122531445688784;0.137159168260336
1948;roll_dumbbell;gyros_dumbbell_z;0.00138767128566139;0.866319771444033
1949;pitch_dumbbell;gyros_dumbbell_z;-0.00162968002596446;0.843285676134256
1950;yaw_dumbbell;gyros_dumbbell_z;0.0159696601557836;0.0527010530675711
1951;total_accel_dumbbell;gyros_dumbbell_z;0.0040580615329622;0.622524833265508
1952;gyros_dumbbell_x;gyros_dumbbell_z;-0.984050877479608;0
1953;gyros_dumbbell_y;gyros_dumbbell_z;0.673782028996732;0
1954;X;accel_dumbbell_x;0.100819095753481;0
1955;user_name.adelmo;accel_dumbbell_x;-0.0681522971341333;1,11E-02
1956;user_name.carlitos;accel_dumbbell_x;0.189481981102512;0
1957;user_name.charles;accel_dumbbell_x;0.173824189992674;0
1958;user_name.eurico;accel_dumbbell_x;0.240219992138489;0
1959;user_name.jeremy;accel_dumbbell_x;-0.718744905928785;0
1960;user_name.pedro;accel_dumbbell_x;0.220881876253814;0
1961;raw_timestamp_part_1;accel_dumbbell_x;0.248793745813636;0
1962;raw_timestamp_part_2;accel_dumbbell_x;-0.00991432083826369;0.229088314791304
1963;cvtd_timestamp.02.12.2011.13.32;accel_dumbbell_x;-0.0311007691006729;0.0001608647315956
1964;cvtd_timestamp.02.12.2011.13.33;accel_dumbbell_x;-0.0559979704779727;1,06E+03
1965;cvtd_timestamp.02.12.2011.13.34;accel_dumbbell_x;-0.0387340970703961;2,60E+08
1966;cvtd_timestamp.02.12.2011.13.35;accel_dumbbell_x;-0.00126705507968343;0.877843685909721
1967;cvtd_timestamp.02.12.2011.14.56;accel_dumbbell_x;0.0335307880477799;4,73E+09
1968;cvtd_timestamp.02.12.2011.14.57;accel_dumbbell_x;0.152134244702926;0
1969;cvtd_timestamp.02.12.2011.14.58;accel_dumbbell_x;0.0847663742059527;0
1970;cvtd_timestamp.02.12.2011.14.59;accel_dumbbell_x;0.0156682359371098;0.0573294482468394
1971;cvtd_timestamp.05.12.2011.11.23;accel_dumbbell_x;-0.223887899419263;0
1972;cvtd_timestamp.05.12.2011.11.24;accel_dumbbell_x;0.166936951111602;0
1973;cvtd_timestamp.05.12.2011.11.25;accel_dumbbell_x;0.177508662376962;0
1974;cvtd_timestamp.05.12.2011.14.22;accel_dumbbell_x;0.0783273811794335;0
1975;cvtd_timestamp.05.12.2011.14.23;accel_dumbbell_x;0.154352780772537;0
1976;cvtd_timestamp.05.12.2011.14.24;accel_dumbbell_x;0.122334890092541;0
1977;cvtd_timestamp.28.11.2011.14.13;accel_dumbbell_x;-0.0497381893640177;1,57E+04
1978;cvtd_timestamp.28.11.2011.14.14;accel_dumbbell_x;0.242113185013583;0
1979;cvtd_timestamp.28.11.2011.14.15;accel_dumbbell_x;0.171589748340582;0
1980;cvtd_timestamp.30.11.2011.17.10;accel_dumbbell_x;-0.359240642185699;0
1981;cvtd_timestamp.30.11.2011.17.11;accel_dumbbell_x;-0.422732950665891;0
1982;cvtd_timestamp.30.11.2011.17.12;accel_dumbbell_x;-0.383696800469322;0
1983;num_window;accel_dumbbell_x;-0.106752705370479;0
1984;roll_belt;accel_dumbbell_x;0.218192886002235;0
1985;pitch_belt;accel_dumbbell_x;0.166757154050056;0
1986;yaw_belt;accel_dumbbell_x;0.0485005878136923;3,93E+05
1987;total_accel_belt;accel_dumbbell_x;0.189309850148319;0
1988;gyros_belt_x;accel_dumbbell_x;-0.140379177576993;0
1989;gyros_belt_y;accel_dumbbell_x;0.0133233779237421;0.106030142059564
1990;gyros_belt_z;accel_dumbbell_x;-0.22640263079056;0
1991;accel_belt_x;accel_dumbbell_x;-0.141387549503886;0
1992;accel_belt_y;accel_dumbbell_x;0.275061222038513;0
1993;accel_belt_z;accel_dumbbell_x;-0.269453851975209;0
1994;magnet_belt_x;accel_dumbbell_x;-0.193475074807529;0
1995;magnet_belt_y;accel_dumbbell_x;-0.370986590853046;0
1996;magnet_belt_z;accel_dumbbell_x;-0.233060269867679;0
1997;roll_arm;accel_dumbbell_x;0.254199048279924;0
1998;pitch_arm;accel_dumbbell_x;-0.184603842345742;0
1999;yaw_arm;accel_dumbbell_x;0.110258766218371;0
2000;total_accel_arm;accel_dumbbell_x;-0.11883845254819;0
2001;gyros_arm_x;accel_dumbbell_x;-0.0127745576601223;0.121210565820695
2002;gyros_arm_y;accel_dumbbell_x;-0.0442751983951054;7,72E+06
2003;gyros_arm_z;accel_dumbbell_x;0.0636127992513052;1,12E+00
2004;accel_arm_x;accel_dumbbell_x;0.244060427043547;0
2005;accel_arm_y;accel_dumbbell_x;-0.256295076990858;0
2006;accel_arm_z;accel_dumbbell_x;0.12318988487413;0
2007;magnet_arm_x;accel_dumbbell_x;0.130936756025093;0
2008;magnet_arm_y;accel_dumbbell_x;-0.21416228113213;0
2009;magnet_arm_z;accel_dumbbell_x;-0.0850803210215018;0
2010;roll_dumbbell;accel_dumbbell_x;-0.07047613819715;0
2011;pitch_dumbbell;accel_dumbbell_x;0.806677258144966;0
2012;yaw_dumbbell;accel_dumbbell_x;0.545214030101622;0
2013;total_accel_dumbbell;accel_dumbbell_x;-0.676191705967904;0
2014;gyros_dumbbell_x;accel_dumbbell_x;0.0137515606706294;0.0952669467336928
2015;gyros_dumbbell_y;accel_dumbbell_x;-0.11272433050706;0
2016;gyros_dumbbell_z;accel_dumbbell_x;-0.023022159166873;0.00522007361813692
2017;X;accel_dumbbell_y;0.0106150589411639;0.197842710335278
2018;user_name.adelmo;accel_dumbbell_y;0.315962803363543;0
2019;user_name.carlitos;accel_dumbbell_y;-0.140935609955257;0
2020;user_name.charles;accel_dumbbell_y;-0.32107486703748;0
2021;user_name.eurico;accel_dumbbell_y;-0.163206401104822;0
2022;user_name.jeremy;accel_dumbbell_y;0.652723842132774;0
2023;user_name.pedro;accel_dumbbell_y;-0.40481516468131;0
2024;raw_timestamp_part_1;accel_dumbbell_y;-0.335466948131846;0
2025;raw_timestamp_part_2;accel_dumbbell_y;0.00586276042600786;0.476958641201165
2026;cvtd_timestamp.02.12.2011.13.32;accel_dumbbell_y;0.0309675501739495;0.000171622122662196
2027;cvtd_timestamp.02.12.2011.13.33;accel_dumbbell_y;0.14890137701973;0
2028;cvtd_timestamp.02.12.2011.13.34;accel_dumbbell_y;0.165411410588591;0
2029;cvtd_timestamp.02.12.2011.13.35;accel_dumbbell_y;0.197227157888503;0
2030;cvtd_timestamp.02.12.2011.14.56;accel_dumbbell_y;-0.106855554850525;0
2031;cvtd_timestamp.02.12.2011.14.57;accel_dumbbell_y;-0.104380959800474;0
2032;cvtd_timestamp.02.12.2011.14.58;accel_dumbbell_y;-0.216429068154414;0
2033;cvtd_timestamp.02.12.2011.14.59;accel_dumbbell_y;-0.182011514518353;0
2034;cvtd_timestamp.05.12.2011.11.23;accel_dumbbell_y;-0.00755074911777452;0.359679872340879
2035;cvtd_timestamp.05.12.2011.11.24;accel_dumbbell_y;-0.0964415716044044;0
2036;cvtd_timestamp.05.12.2011.11.25;accel_dumbbell_y;-0.096441345491998;0
2037;cvtd_timestamp.05.12.2011.14.22;accel_dumbbell_y;-0.111666720886338;0
2038;cvtd_timestamp.05.12.2011.14.23;accel_dumbbell_y;-0.274505851997165;0
2039;cvtd_timestamp.05.12.2011.14.24;accel_dumbbell_y;-0.251191424716264;0
2040;cvtd_timestamp.28.11.2011.14.13;accel_dumbbell_y;-0.104016602852867;0
2041;cvtd_timestamp.28.11.2011.14.14;accel_dumbbell_y;-0.145179801117741;0
2042;cvtd_timestamp.28.11.2011.14.15;accel_dumbbell_y;0.00106488255076757;0.897216618057888
2043;cvtd_timestamp.30.11.2011.17.10;accel_dumbbell_y;0.265492035084699;0
2044;cvtd_timestamp.30.11.2011.17.11;accel_dumbbell_y;0.425364972582644;0
2045;cvtd_timestamp.30.11.2011.17.12;accel_dumbbell_y;0.355684407357835;0
2046;num_window;accel_dumbbell_y;0.142421837063724;0
2047;roll_belt;accel_dumbbell_y;-0.263349346525767;0
2048;pitch_belt;accel_dumbbell_y;-0.453974765547883;0
2049;yaw_belt;accel_dumbbell_y;0.0557465355042078;1,31E+03
2050;total_accel_belt;accel_dumbbell_y;-0.262983008300412;0
2051;gyros_belt_x;accel_dumbbell_y;0.300749672672207;0
2052;gyros_belt_y;accel_dumbbell_y;0.0440970704669972;8,70E+06
2053;gyros_belt_z;accel_dumbbell_y;0.195875835083267;0
2054;accel_belt_x;accel_dumbbell_y;0.426499304500314;0
2055;accel_belt_y;accel_dumbbell_y;-0.402853518949113;0
2056;accel_belt_z;accel_dumbbell_y;0.321717066832287;0
2057;magnet_belt_x;accel_dumbbell_y;0.422053789311001;0
2058;magnet_belt_y;accel_dumbbell_y;0.403893378263747;0
2059;magnet_belt_z;accel_dumbbell_y;0.311735203240291;0
2060;roll_arm;accel_dumbbell_y;-0.173830375572366;0
2061;pitch_arm;accel_dumbbell_y;0.0763771743374741;0
2062;yaw_arm;accel_dumbbell_y;-0.0850471566018495;0
2063;total_accel_arm;accel_dumbbell_y;0.112710911270169;0
2064;gyros_arm_x;accel_dumbbell_y;0.0171035293238763;0.0379923304282634
2065;gyros_arm_y;accel_dumbbell_y;0.0179331890558957;0.0295848419863591
2066;gyros_arm_z;accel_dumbbell_y;-0.0109459916935139;0.184220980021718
2067;accel_arm_x;accel_dumbbell_y;-0.209725365080034;0
2068;accel_arm_y;accel_dumbbell_y;0.229105747169571;0
2069;accel_arm_z;accel_dumbbell_y;-0.210154496253568;0
2070;magnet_arm_x;accel_dumbbell_y;0.0100618004105337;0.222236615460117
2071;magnet_arm_y;accel_dumbbell_y;0.0826085147890469;0
2072;magnet_arm_z;accel_dumbbell_y;-0.037839940235628;4,39E+08
2073;roll_dumbbell;accel_dumbbell_y;0.720502072544933;0
2074;pitch_dumbbell;accel_dumbbell_y;-0.156153267842445;0
2075;yaw_dumbbell;accel_dumbbell_y;-0.544256153787831;0
2076;total_accel_dumbbell;accel_dumbbell_y;0.773648435262407;0
2077;gyros_dumbbell_x;accel_dumbbell_y;0.00108237756670976;0.895537586358125
2078;gyros_dumbbell_y;accel_dumbbell_y;0.0803543924051669;0
2079;gyros_dumbbell_z;accel_dumbbell_y;-0.000868343629944219;0.916108737324229
2080;accel_dumbbell_x;accel_dumbbell_y;-0.405303406416265;0
2081;X;accel_dumbbell_z;0.0584642485790958;1,26E+02
2082;user_name.adelmo;accel_dumbbell_z;-0.42775408096161;0
2083;user_name.carlitos;accel_dumbbell_z;0.166784899439061;0
2084;user_name.charles;accel_dumbbell_z;0.222068071627762;0
2085;user_name.eurico;accel_dumbbell_z;0.34655954290449;0
2086;user_name.jeremy;accel_dumbbell_z;-0.658162195942596;0
2087;user_name.pedro;accel_dumbbell_z;0.429370448129888;0
2088;raw_timestamp_part_1;accel_dumbbell_z;0.247304179483214;0
2089;raw_timestamp_part_2;accel_dumbbell_z;-0.000909783149005782;0.912121093976539
2090;cvtd_timestamp.02.12.2011.13.32;accel_dumbbell_z;-0.105440587084966;0
2091;cvtd_timestamp.02.12.2011.13.33;accel_dumbbell_z;-0.242126680792633;0
2092;cvtd_timestamp.02.12.2011.13.34;accel_dumbbell_z;-0.226455165296858;0
2093;cvtd_timestamp.02.12.2011.13.35;accel_dumbbell_z;-0.190339524498784;0
2094;cvtd_timestamp.02.12.2011.14.56;accel_dumbbell_z;0.053914487742553;5,95E+03
2095;cvtd_timestamp.02.12.2011.14.57;accel_dumbbell_z;0.180635831145809;0
2096;cvtd_timestamp.02.12.2011.14.58;accel_dumbbell_z;0.100948814157024;0
2097;cvtd_timestamp.02.12.2011.14.59;accel_dumbbell_z;0.0451263553068586;4,33E+05
2098;cvtd_timestamp.05.12.2011.11.23;accel_dumbbell_z;-0.15751783651003;0
2099;cvtd_timestamp.05.12.2011.11.24;accel_dumbbell_z;0.137759778400075;0
2100;cvtd_timestamp.05.12.2011.11.25;accel_dumbbell_z;0.151088647937013;0
2101;cvtd_timestamp.05.12.2011.14.22;accel_dumbbell_z;0.135798833140865;0
2102;cvtd_timestamp.05.12.2011.14.23;accel_dumbbell_z;0.284630544388928;0
2103;cvtd_timestamp.05.12.2011.14.24;accel_dumbbell_z;0.264704264741187;0
2104;cvtd_timestamp.28.11.2011.14.13;accel_dumbbell_z;0.219052542398563;0
2105;cvtd_timestamp.28.11.2011.14.14;accel_dumbbell_z;0.162235617799917;0
2106;cvtd_timestamp.28.11.2011.14.15;accel_dumbbell_z;0.203944866304735;0
2107;cvtd_timestamp.30.11.2011.17.10;accel_dumbbell_z;-0.33580063867264;0
2108;cvtd_timestamp.30.11.2011.17.11;accel_dumbbell_z;-0.39404269139867;0
2109;cvtd_timestamp.30.11.2011.17.12;accel_dumbbell_z;-0.337433635113142;0
2110;num_window;accel_dumbbell_z;-0.105929080222091;0
2111;roll_belt;accel_dumbbell_z;0.105720293666271;0
2112;pitch_belt;accel_dumbbell_z;0.538080044360523;0
2113;yaw_belt;accel_dumbbell_z;-0.2290407427266;0
2114;total_accel_belt;accel_dumbbell_z;0.113075901891357;0
2115;gyros_belt_x;accel_dumbbell_z;-0.354930877485313;0
2116;gyros_belt_y;accel_dumbbell_z;-0.182152769152634;0
2117;gyros_belt_z;accel_dumbbell_z;-0.247369392583035;0
2118;accel_belt_x;accel_dumbbell_z;-0.514802328329569;0
2119;accel_belt_y;accel_dumbbell_z;0.276542820107846;0
2120;accel_belt_z;accel_dumbbell_z;-0.17223477971076;0
2121;magnet_belt_x;accel_dumbbell_z;-0.50260195461667;0
2122;magnet_belt_y;accel_dumbbell_z;-0.41232700222626;0
2123;magnet_belt_z;accel_dumbbell_z;-0.347932067468135;0
2124;roll_arm;accel_dumbbell_z;0.341263449488796;0
2125;pitch_arm;accel_dumbbell_z;-0.136807783786701;0
2126;yaw_arm;accel_dumbbell_z;0.202247711495209;0
2127;total_accel_arm;accel_dumbbell_z;-0.0879540631516258;0
2128;gyros_arm_x;accel_dumbbell_z;-0.0362115967226253;1,11E+09
2129;gyros_arm_y;accel_dumbbell_z;0.0170582152956765;0.0385048783622426
2130;gyros_arm_z;accel_dumbbell_z;-0.105661827496435;0
2131;accel_arm_x;accel_dumbbell_z;0.305576766208561;0
2132;accel_arm_y;accel_dumbbell_z;-0.104313138862392;0
2133;accel_arm_z;accel_dumbbell_z;0.162278704955577;0
2134;magnet_arm_x;accel_dumbbell_z;0.0670943413126054;4,44E-02
2135;magnet_arm_y;accel_dumbbell_z;-0.171473974280175;0
2136;magnet_arm_z;accel_dumbbell_z;-0.032088172827947;9,88E+08
2137;roll_dumbbell;accel_dumbbell_z;-0.322306757630454;0
2138;pitch_dumbbell;accel_dumbbell_z;0.571190596932587;0
2139;yaw_dumbbell;accel_dumbbell_z;0.848861755786406;0
2140;total_accel_dumbbell;accel_dumbbell_z;-0.626593955101678;0
2141;gyros_dumbbell_x;accel_dumbbell_z;-0.0496321272278784;1,70E+05
2142;gyros_dumbbell_y;accel_dumbbell_z;-0.0589261946887084;8,40E+01
2143;gyros_dumbbell_z;accel_dumbbell_z;0.047660305017978;7,26E+05
2144;accel_dumbbell_x;accel_dumbbell_z;0.681895582665915;0
2145;accel_dumbbell_y;accel_dumbbell_z;-0.660659966760589;0
2146;X;magnet_dumbbell_x;0.017069958018526;0.0383714952826331
2147;user_name.adelmo;magnet_dumbbell_x;-0.251964053818198;0
2148;user_name.carlitos;magnet_dumbbell_x;-0.212410715323833;0
2149;user_name.charles;magnet_dumbbell_x;-0.127373898910832;0
2150;user_name.eurico;magnet_dumbbell_x;-0.0170439411399624;0.0386675458536507
2151;user_name.jeremy;magnet_dumbbell_x;-0.20078582794239;0
2152;user_name.pedro;magnet_dumbbell_x;0.908101218206805;0
2153;raw_timestamp_part_1;magnet_dumbbell_x;0.367076273852428;0
2154;raw_timestamp_part_2;magnet_dumbbell_x;-0.00117871467480597;0.886300500555739
2155;cvtd_timestamp.02.12.2011.13.32;magnet_dumbbell_x;-0.0706901877442069;0
2156;cvtd_timestamp.02.12.2011.13.33;magnet_dumbbell_x;-0.153107795057337;0
2157;cvtd_timestamp.02.12.2011.13.34;magnet_dumbbell_x;-0.139781720683058;0
2158;cvtd_timestamp.02.12.2011.13.35;magnet_dumbbell_x;-0.0891562285796533;0
2159;cvtd_timestamp.02.12.2011.14.56;magnet_dumbbell_x;-0.0713814774777997;0
2160;cvtd_timestamp.02.12.2011.14.57;magnet_dumbbell_x;-0.0782327536651972;0
2161;cvtd_timestamp.02.12.2011.14.58;magnet_dumbbell_x;-0.0683132891286214;1,11E-02
2162;cvtd_timestamp.02.12.2011.14.59;magnet_dumbbell_x;-0.0223851936695291;0.00661096000065131
2163;cvtd_timestamp.05.12.2011.11.23;magnet_dumbbell_x;-0.061236248375163;1,04E+01
2164;cvtd_timestamp.05.12.2011.11.24;magnet_dumbbell_x;-0.139840643476709;0
2165;cvtd_timestamp.05.12.2011.11.25;magnet_dumbbell_x;-0.132688994837682;0
2166;cvtd_timestamp.05.12.2011.14.22;magnet_dumbbell_x;0.28691093520463;0
2167;cvtd_timestamp.05.12.2011.14.23;magnet_dumbbell_x;0.635962843311572;0
2168;cvtd_timestamp.05.12.2011.14.24;magnet_dumbbell_x;0.520261463352684;0
2169;cvtd_timestamp.28.11.2011.14.13;magnet_dumbbell_x;-0.0346143065397631;2,67E+09
2170;cvtd_timestamp.28.11.2011.14.14;magnet_dumbbell_x;0.00188327459186846;0.819292177543995
2171;cvtd_timestamp.28.11.2011.14.15;magnet_dumbbell_x;0.00120072372359542;0.884192327470906
2172;cvtd_timestamp.30.11.2011.17.10;magnet_dumbbell_x;-0.123139104192666;0
2173;cvtd_timestamp.30.11.2011.17.11;magnet_dumbbell_x;-0.103794244709677;0
2174;cvtd_timestamp.30.11.2011.17.12;magnet_dumbbell_x;-0.103063607252144;0
2175;num_window;magnet_dumbbell_x;-0.235316478178988;0
2176;roll_belt;magnet_dumbbell_x;0.317086886463593;0
2177;pitch_belt;magnet_dumbbell_x;0.45967795404787;0
2178;yaw_belt;magnet_dumbbell_x;-0.0233636959407792;0.00458863248629027
2179;total_accel_belt;magnet_dumbbell_x;0.368647926500661;0
2180;gyros_belt_x;magnet_dumbbell_x;-0.743187020400575;0
2181;gyros_belt_y;magnet_dumbbell_x;-0.341194455456238;0
2182;gyros_belt_z;magnet_dumbbell_x;-0.50176846371664;0
2183;accel_belt_x;magnet_dumbbell_x;-0.475076059807471;0
2184;accel_belt_y;magnet_dumbbell_x;0.474298905110694;0
2185;accel_belt_z;magnet_dumbbell_x;-0.35133637100918;0
2186;magnet_belt_x;magnet_dumbbell_x;-0.344708505244778;0
2187;magnet_belt_y;magnet_dumbbell_x;-0.248313490264372;0
2188;magnet_belt_z;magnet_dumbbell_x;-0.287966724956567;0
2189;roll_arm;magnet_dumbbell_x;0.216363123531376;0
2190;pitch_arm;magnet_dumbbell_x;0.00446314862647344;0.588220934759835
2191;yaw_arm;magnet_dumbbell_x;0.129869806595939;0
2192;total_accel_arm;magnet_dumbbell_x;-0.0477849221191381;6,63E+05
2193;gyros_arm_x;magnet_dumbbell_x;-0.0645993375110978;4,33E-01
2194;gyros_arm_y;magnet_dumbbell_x;0.0192956265912265;0.0192362172936151
2195;gyros_arm_z;magnet_dumbbell_x;-0.186319644162057;0
2196;accel_arm_x;magnet_dumbbell_x;0.48475370128809;0
2197;accel_arm_y;magnet_dumbbell_x;-0.0872437230593551;0
2198;accel_arm_z;magnet_dumbbell_x;0.3181680538891;0
2199;magnet_arm_x;magnet_dumbbell_x;0.032443835749957;8,26E+08
2200;magnet_arm_y;magnet_dumbbell_x;0.0834698089319937;0
2201;magnet_arm_z;magnet_dumbbell_x;-0.0281608578040825;0.000633618746116005
2202;roll_dumbbell;magnet_dumbbell_x;-0.156718161832165;0
2203;pitch_dumbbell;magnet_dumbbell_x;0.489781918213346;0
2204;yaw_dumbbell;magnet_dumbbell_x;0.569895611706324;0
2205;total_accel_dumbbell;magnet_dumbbell_x;-0.0996058394181018;0
2206;gyros_dumbbell_x;magnet_dumbbell_x;0.0560710257090163;9,95E+02
2207;gyros_dumbbell_y;magnet_dumbbell_x;-0.0796991009208619;0
2208;gyros_dumbbell_z;magnet_dumbbell_x;-0.0126828920598623;0.123904102469269
2209;accel_dumbbell_x;magnet_dumbbell_x;0.427499261026428;0
2210;accel_dumbbell_y;magnet_dumbbell_x;-0.265993474887212;0
2211;accel_dumbbell_z;magnet_dumbbell_x;0.528980992994261;0
2212;X;magnet_dumbbell_y;0.0524370971588809;1,95E+04
2213;user_name.adelmo;magnet_dumbbell_y;0.14609025885965;0
2214;user_name.carlitos;magnet_dumbbell_y;0.147282528372773;0
2215;user_name.charles;magnet_dumbbell_y;0.307469641813358;0
2216;user_name.eurico;magnet_dumbbell_y;0.0467018031675502;1,44E+06
2217;user_name.jeremy;magnet_dumbbell_y;0.194013695091491;0
2218;user_name.pedro;magnet_dumbbell_y;-0.941487544692739;0
2219;raw_timestamp_part_1;magnet_dumbbell_y;-0.425210999453049;0
2220;raw_timestamp_part_2;magnet_dumbbell_y;-0.000357408056318316;0.965417540280075
2221;cvtd_timestamp.02.12.2011.13.32;magnet_dumbbell_y;0.00954061609234872;0.247119490166497
2222;cvtd_timestamp.02.12.2011.13.33;magnet_dumbbell_y;0.0773295154936227;0
2223;cvtd_timestamp.02.12.2011.13.34;magnet_dumbbell_y;0.0678516631807895;2,22E-02
2224;cvtd_timestamp.02.12.2011.13.35;magnet_dumbbell_y;0.0935246746726182;0
2225;cvtd_timestamp.02.12.2011.14.56;magnet_dumbbell_y;0.0277359603945766;0.000764809100680441
2226;cvtd_timestamp.02.12.2011.14.57;magnet_dumbbell_y;0.173346046916402;0
2227;cvtd_timestamp.02.12.2011.14.58;magnet_dumbbell_y;0.192972150685265;0
2228;cvtd_timestamp.02.12.2011.14.59;magnet_dumbbell_y;0.131943505691393;0
